,geometry,osid,theme,changetype,name1_text,name2_text,roadlinkid,description,versiondate,name1_language,name2_language,routehierarchy,geometry_length_m,alternatename1_text,alternatename2_text,capturespecification,versionavailabletodate,alternatename1_language,alternatename2_language,roadclassificationnumber,versionavailablefromdate,presenceofpavement_source,presenceofpavement_sideofroad,presenceofpavement_updatedate,presenceofpavement_evidencedate,presenceofpavement_capturemethod,presenceofpavement_averagewidth_m,presenceofpavement_minimumwidth_m
1,"LINESTRING (-2.6150871 53.3899249, -2.6150741 53.3895421)",4264c2e4-48f4-43e8-b182-1c99b24a8bd0,Transport,Modified Attributes,,,0cf8bc90-40e2-4a4c-ab39-d2ca24118d38,Pavement,2023-11-10,,,Secondary Access Road,42.597,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-04-20,Automated Process,1.28,0.73
2,"LINESTRING (-2.6154368 53.3899161, -2.615406 53.3895322)",4f29099e-3c35-4fe9-855a-cd78543a7946,Transport,New,Kimberley Street,,4064e78e-dfcc-417c-9ed5-c300999a70e6,Pavement,2023-09-14,,,Local Road,42.759,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-04-20,Automated Process,2.28,1.33
3,"LINESTRING (-2.6150732 53.3895171, -2.615371 53.3895075)",689fe0d1-d2d6-400b-96e2-394a86b70489,Transport,New,Selby Street,,36e531dc-f825-466e-b4b4-8d390a823219,Pavement,2023-09-14,,,Local Road,19.831,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-04-20,Automated Process,1.97,1.12
4,"LINESTRING (-2.6150732 53.3895171, -2.6154039 53.3895065)",8f837fbd-aba9-429b-829f-9d72b3e0fab2,Transport,New,Selby Street,,36e531dc-f825-466e-b4b4-8d390a823219,Pavement,2023-09-14,,,Local Road,22.023,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2009-02-18,Automated Process,1.94,1.33
5,"LINESTRING (-2.6149118 53.3895222, -2.6150732 53.3895171)",9d90b1b9-d61a-4875-af10-bbed1c9226e6,Transport,Modified Attributes,Selby Street,,402e3bbd-3312-4672-ac29-9857431677bb,Pavement,2023-11-10,,,Local Road,10.75,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-04-20,Automated Process,1.63,0.72
6,"LINESTRING (-2.6150871 53.3899249, -2.6150868 53.3899171, -2.6150789 53.3896834, -2.6150788 53.3896805, -2.615074 53.3895408)",b4412e84-235d-41c3-a05c-c7baf1c53b1f,Transport,New,,,0cf8bc90-40e2-4a4c-ab39-d2ca24118d38,Pavement,2023-11-10,,,Secondary Access Road,42.739,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-04-20,Automated Process,2.15,0.5
0,"LINESTRING (-2.7318804 53.3656547, -2.7318623 53.365502)",0c1757df-afad-4f21-9cb4-4e3c1a55bfe1,Transport,New,Charles Street,,0fa519a7-33d5-4a33-8176-8eac3eddf398,Pavement,2023-09-14,,,Local Road,17.028,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-12,Automated Process,2.03,1.17
1,"LINESTRING (-2.7319098 53.3660785, -2.7318905 53.3657397)",1c53d792-0f7b-4b19-bf53-7263a216e86c,Transport,New,Charles Street,,3a5c7515-a50e-465d-96b9-3aba88a9dfca,Pavement,2023-09-14,,,Local Road,37.714,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-04-22,Automated Process,2.24,0.77
2,"LINESTRING (-2.7319043 53.3656483, -2.7319511 53.3656359)",36fcb1bd-1a47-4ea4-9993-75c3880f3ef2,Transport,New,,,2ddf7c6d-1dbd-4fd6-a500-b42295c73a1d,Pavement,2023-09-14,,,Restricted Secondary Access Road,3.406,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2002-07-25,Automated Process,1.58,0.88
3,"LINESTRING (-2.7318775 53.3656303, -2.7318561 53.3654499)",3925513a-d34b-4f7e-889c-7ac30e0e5962,Transport,New,Charles Street,,0fa519a7-33d5-4a33-8176-8eac3eddf398,Pavement,2023-09-14,,,Local Road,20.116,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2002-07-25,Automated Process,0.4,0.4
4,"LINESTRING (-2.7311523 53.3656358, -2.7307783 53.365737)",3bbbaaf0-75d4-4680-8261-ae4bdd335868,Transport,Modified Attributes,Milton Road,,b4ca1d1c-ad45-49e7-af61-a6d7281ad4e0,Pavement,2023-11-10,,,Local Road,27.313,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-12,Automated Process,2.0,1.87
5,"LINESTRING (-2.7318869 53.3657094, -2.7318804 53.3656547)",59472dfe-426f-4b99-82a7-699ecbfffdfd,Transport,New,Charles Street,,ce4f2197-4aa6-4c28-9772-5aaacc116346,Pavement,2023-09-14,,,Local Road,6.108,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2002-07-25,Automated Process,1.6,0.88
6,"LINESTRING (-2.7318871 53.3657109, -2.7318804 53.3656547)",6b6c32d2-451a-438e-8ecb-847d404a04cc,Transport,New,Charles Street,,ce4f2197-4aa6-4c28-9772-5aaacc116346,Pavement,2023-09-14,,,Local Road,6.272,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-12,Automated Process,1.58,1.37
7,"LINESTRING (-2.7318542 53.3657377, -2.7318006 53.3657354, -2.7317643 53.3657425)",851cc2f7-ada9-4314-81cb-d3715f860ff3,Transport,New,,,3174aa0d-5f6b-4ddf-9ae2-9f148da4fa94,Pavement,2023-09-14,,,Secondary Access Road,6.113,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-12,Automated Process,1.53,1.06
8,"LINESTRING (-2.7319098 53.3660785, -2.7318923 53.3657712)",9331cb1c-436f-4eb0-a74e-525e47184f27,Transport,New,Charles Street,,3a5c7515-a50e-465d-96b9-3aba88a9dfca,Pavement,2023-09-14,,,Local Road,34.207,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-12,Automated Process,2.76,1.06
9,"LINESTRING (-2.7318553 53.3654427, -2.7316582 53.3654969)",bb879fb1-3682-475f-8404-d43e826a7ee6,Transport,New,Milton Road,,282ca5b3-edd7-434d-ab29-df23fd198a55,Pavement,2023-09-14,,,Local Road,14.431,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-05-12,Automated Process,3.29,0.82
10,"LINESTRING (-2.7319311 53.3656412, -2.7319594 53.3656338, -2.7320106 53.3656202)",bc46efa1-0692-4de6-9ba8-ff5d297dd078,Transport,New,,,2ddf7c6d-1dbd-4fd6-a500-b42295c73a1d,Pavement,2023-09-14,,,Restricted Secondary Access Road,5.786,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-03-31,Automated Process,1.85,1.02
11,"LINESTRING (-2.7325976 53.3652427, -2.7318553 53.3654427)",bf2276e8-1e96-4cbb-a6d4-aa6730b28c0f,Transport,Modified Attributes,Milton Road,,db62109f-976e-421f-9fe3-419ed7d28eef,Pavement,2023-11-10,,,Local Road,54.18,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2021-03-31,Automated Process,2.44,1.14
12,"LINESTRING (-2.731774 53.3654651, -2.7311523 53.3656358)",d0f3dae3-c0c6-4a5a-b759-3010145eac52,Transport,New,Milton Road,,282ca5b3-edd7-434d-ab29-df23fd198a55,Pavement,2023-09-14,,,Local Road,45.525,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2021-03-31,Automated Process,0.4,0.4
13,"LINESTRING (-2.7311715 53.3658784, -2.7311574 53.3657009)",e318e6d2-58d6-4739-b8a2-29ed21527ef2,Transport,New,Carlton Street,,3cec5156-c1a5-4b7b-873a-48419f3ba579,Pavement,2023-09-14,,,Local Road,19.765,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2016-05-12,Automated Process,2.66,1.04
14,"LINESTRING (-2.7311659 53.3658073, -2.7311523 53.3656358)",f562f9f2-f564-4435-852e-76bf26cbdabb,Transport,New,Carlton Street,,3cec5156-c1a5-4b7b-873a-48419f3ba579,Pavement,2023-09-14,,,Local Road,19.105,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2002-07-25,Automated Process,0.55,0.55
15,"LINESTRING (-2.7325976 53.3652427, -2.7318553 53.3654427)",fd2d427a-4916-4652-8806-fcba366e564f,Transport,Modified Attributes,Milton Road,,db62109f-976e-421f-9fe3-419ed7d28eef,Pavement,2023-11-10,,,Local Road,54.18,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-05-12,Automated Process,3.63,1.38
16,"LINESTRING (-2.7315211 53.3655345, -2.7311523 53.3656358)",fe029fd4-51cd-46be-88eb-efc5a05d7cc7,Transport,New,Milton Road,,282ca5b3-edd7-434d-ab29-df23fd198a55,Pavement,2023-09-14,,,Local Road,27.009,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-05-12,Automated Process,3.51,0.89
0,"LINESTRING (-0.3805439 50.8328844, -0.3803336 50.8328564)",23662a44-1478-4887-95d9-2d7cca8d979a,Transport,Modified Attributes,Upper Brighton Road,,2fba7c56-87b5-46a0-9de4-6f3537ba8e51,Pavement,2024-01-05,,,A Road Primary,15.135,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2014-07-03,Automated Process,2.72,0.87
1,"LINESTRING (-0.3803381 50.8328554, -0.3804481 50.832831, -0.3805106 50.832814)",41cbc8e9-a20e-4a4d-8858-e3b0b3023fdb,Transport,Modified Attributes,Upper Brighton Road,,69a58f11-a2cd-41bb-a3da-025bc7458d48,Pavement,2024-01-05,,,A Road Primary,13.001,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2014-07-03,Automated Process,2.71,0.87
2,"LINESTRING (-0.3803311 50.8328565, -0.3801145 50.8328664)",47f71078-640d-4f90-9f58-5e24a633bef1,Transport,Modified Attributes,Upper Brighton Road,,a7ac7377-b3b0-413e-a1ec-4e73799dfc10,Pavement,2024-01-05,,,A Road Primary,15.295,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2019-05-21,Automated Process,2.03,1.14
3,"LINESTRING (-0.3800436 50.8328696, -0.3798784 50.8328771, -0.3795365 50.8329083, -0.3791937 50.8329665, -0.3789076 50.8330255, -0.3781376 50.833179)",8f106b53-04ec-4231-91da-7a3f74504a81,Transport,Modified Attributes,Upper Brighton Road,,a7ac7377-b3b0-413e-a1ec-4e73799dfc10,Pavement,2024-01-05,,,A Road Primary,139.044,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2014-07-03,Automated Process,2.47,0.83
4,"LINESTRING (-0.3805606 50.8328005, -0.3806058 50.8327882, -0.3806496 50.8327724)",bc5ab0d7-d464-4da5-be56-37ab6cdf6c7c,Transport,Modified Attributes,Upper Brighton Road,,69a58f11-a2cd-41bb-a3da-025bc7458d48,Pavement,2024-01-05,,,A Road Primary,7.013,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2014-07-03,Automated Process,2.71,0.87
5,"LINESTRING (-0.3803336 50.8328564, -0.3798784 50.8328771, -0.3795365 50.8329083, -0.3791937 50.8329665, -0.3789076 50.8330255, -0.3780639 50.8331936)",c517ba6a-6b46-4697-8852-8fad5e4a1f30,Transport,Modified Attributes,Upper Brighton Road,,a7ac7377-b3b0-413e-a1ec-4e73799dfc10,Pavement,2024-01-05,,,A Road Primary,164.959,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2024-01-03,Automated Process,2.32,1.4
6,"LINESTRING (-0.3808544 50.8329895, -0.3807708 50.8329434, -0.3805598 50.8328865, -0.3803336 50.8328564)",c8514d81-6844-4e2d-b5b0-66f83a6f05c2,Transport,Modified Attributes,Upper Brighton Road,,2fba7c56-87b5-46a0-9de4-6f3537ba8e51,Pavement,2024-01-05,,,A Road Primary,40.245,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2024-01-03,Automated Process,2.68,1.03
7,"LINESTRING (-0.3803336 50.8328564, -0.3804481 50.832831, -0.3806058 50.8327882, -0.3806777 50.8327622, -0.380736 50.8327181)",cbd4ae11-5482-4300-b222-79baa8d21618,Transport,Modified Attributes,Upper Brighton Road,,69a58f11-a2cd-41bb-a3da-025bc7458d48,Pavement,2024-01-05,,,A Road Primary,32.861,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Left,2024-01-04,2019-05-21,Automated Process,3.11,1.03
8,"LINESTRING (-0.3807015 50.8329247, -0.3805704 50.8328894)",e21b640e-b51c-43ac-a38d-4a661a2d4d52,Transport,Modified Attributes,Upper Brighton Road,,2fba7c56-87b5-46a0-9de4-6f3537ba8e51,Pavement,2024-01-05,,,A Road Primary,10.033,,,Urban,,,,A27,2024-01-06T00:00:00Z,Ordnance Survey,Right,2024-01-04,2014-07-03,Automated Process,2.72,0.87
0,"LINESTRING (-3.0026805 53.0423993, -3.002678 53.0421525)",05d2e77d-4dae-47ea-9257-22ed08d79acb,Transport,New,Victoria Road,,6fcd2fdf-8455-4079-b1a3-014160a1850e,Pavement,2023-09-14,,,A Road,27.457,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-07-04,Automated Process,2.66,0.59
1,"LINESTRING (-3.0026805 53.0423993, -3.0026776 53.0421133)",12a18554-1467-45e9-8f02-ac9db64f6bd7,Transport,New,Victoria Road,,6fcd2fdf-8455-4079-b1a3-014160a1850e,Pavement,2023-09-14,,,A Road,31.819,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-05-14,Automated Process,2.96,1.19
2,"LINESTRING (-3.0026776 53.0421133, -3.0026522 53.0418933)",150c27ca-7d35-436b-acad-53e7182538e7,Transport,Modified Attributes,Victoria Road,,ead907d9-1c1f-4ed9-8edd-b04a1089eff0,Pavement,2023-11-10,,,A Road,24.527,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-05-14,Automated Process,4.83,0.73
3,"LINESTRING (-3.0026809 53.0424436, -3.0026806 53.042411)",208b6651-8334-48e8-8171-86ef58ed48f1,Transport,New,Victoria Road,,f624e5c9-5bff-4787-8734-16f26a0b4be5,Pavement,2023-09-14,,,A Road,3.636,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-07-04,Automated Process,1.59,1.3
4,"LINESTRING (-3.0028572 53.0421142, -3.0028044 53.0421167, -3.0027543 53.0421153)",29997517-e4b0-44e0-b1ba-235bf4d673f6,Transport,New,,,b1e86194-708e-4e64-ab24-bde5f46b438e,Pavement,2023-09-14,,,Local Access Road,6.917,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2018-07-04,Automated Process,2.45,0.52
5,"LINESTRING (-3.0026808 53.0424339, -3.0026806 53.042411)",31911094-d1b3-40e1-ae3b-15fee1dc71ae,Transport,New,Victoria Road,,f624e5c9-5bff-4787-8734-16f26a0b4be5,Pavement,2023-09-14,,,A Road,2.549,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-05-14,Automated Process,0.98,0.98
6,"LINESTRING (-3.002879 53.0421341, -3.0029168 53.0421966)",3e7ea8e7-586b-44b2-ba1a-07b7c58dacf4,Transport,New,,,96b4b4b1-0236-433f-9e43-1a8f025b4b68,Pavement,2023-09-14,,,Local Access Road,7.398,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2018-07-04,Automated Process,1.88,0.52
7,"LINESTRING (-3.002644 53.0426958, -3.0026546 53.0426395, -3.0026817 53.0425224, -3.0026817 53.0425175)",45dd0158-75e8-491b-a7f9-c2100f267db9,Transport,New,Victoria Road,,f624e5c9-5bff-4787-8734-16f26a0b4be5,Pavement,2023-09-14,,,A Road,20.006,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2019-05-14,Automated Process,1.83,1.13
8,"LINESTRING (-3.0027434 53.0418754, -3.0031276 53.0417997)",6caf9b48-1f0a-46bf-b787-9c95b060c82a,Transport,Modified Attributes,Ffordd Alexandra,Alexandra Road,af032bab-d44d-4f88-ae86-6a3c17188bc6,Pavement,2023-11-10,cym,eng,Local Road,27.105,Alexandra Road,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2019-05-14,Automated Process,2.14,0.92
9,"LINESTRING (-3.0028667 53.0421138, -3.0028044 53.0421167, -3.0027101 53.0421141)",9f8528e9-5c53-49e1-8dc3-9509ebf57f4a,Transport,New,,,b1e86194-708e-4e64-ab24-bde5f46b438e,Pavement,2023-09-14,,,Local Access Road,10.518,,,Urban,,,,,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2017-06-17,Automated Process,2.15,0.65
10,"LINESTRING (-3.0026767 53.0421056, -3.0026529 53.0418995)",a9332071-5135-446a-9d0f-0c0dcebc486d,Transport,New,Victoria Road,,ead907d9-1c1f-4ed9-8edd-b04a1089eff0,Pavement,2023-11-10,,,A Road,22.987,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2017-06-17,Automated Process,2.56,0.65
11,"LINESTRING (-3.0026522 53.0418933, -3.0026513 53.0418529)",cd1e42f3-8008-4ebb-a38f-0bda18f08c42,Transport,New,Victoria Road,,b6047349-6f83-48b1-82b5-eeda843016ea,Pavement,2023-09-14,,,A Road,4.502,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2019-05-14,Automated Process,2.56,1.48
12,"LINESTRING (-3.0026084 53.042885, -3.002644 53.0426958)",d5846df9-0c31-42c9-8f16-4bc8b3598ace,Transport,New,Victoria Road,,2dcbbf0b-3fc9-4742-94d7-3f01dae1f02a,Pavement,2023-11-10,,,A Road,21.19,Ffordd Victoria,Victoria Road,Urban,,cym,eng,A5152,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2019-05-14,Automated Process,2.02,1.01
13,"LINESTRING (-3.0026792 53.041888, -3.0031276 53.0417997)",f9a93543-f7cb-4931-a95d-b2073b8a4fa1,Transport,New,Ffordd Alexandra,Alexandra Road,af032bab-d44d-4f88-ae86-6a3c17188bc6,Pavement,2023-11-10,cym,eng,Local Road,31.633,Alexandra Road,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2017-06-17,Automated Process,2.4,1.24
0,"LINESTRING (-1.0756757 53.9522974, -1.0756527 53.9524484, -1.0756488 53.9524738, -1.0755882 53.9526517, -1.0755809 53.952673)",02a38fe0-a814-435e-885e-07b00fe9f8d1,Transport,Modified Attributes,Fawcett Street,,f5cf84bb-d309-4847-8bf9-282a1de95237,Pavement,2023-11-10,,,A Road,42.322,,,Urban,,,,A1036,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2020-06-24,Automated Process,2.12,0.74
1,"LINESTRING (-1.0756844 53.9522404, -1.0756527 53.9524484, -1.0756488 53.9524738, -1.0755986 53.9526211)",0bc5d700-a913-4f96-9dcf-69961eca30a4,Transport,Modified Attributes,Fawcett Street,,f5cf84bb-d309-4847-8bf9-282a1de95237,Pavement,2023-11-10,,,A Road,42.791,,,Urban,,,,A1036,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-08-06,Automated Process,1.41,0.72
2,"LINESTRING (-1.0759833 53.9522301, -1.0759018 53.9522054, -1.0758731 53.9522005, -1.0758129 53.9521985, -1.0757908 53.9522022)",247ba834-a3e6-4a55-bed2-cf9ad019ddef,Transport,New,Fawcett Street,,93793905-590b-4137-86be-5a1f930a32ec,Pavement,2023-09-14,,,A Road,13.436,Fishergate,,Urban,,,,A1036,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2020-08-28,Automated Process,1.27,0.85
3,"LINESTRING (-1.0757069 53.9521255, -1.0757474 53.9519333)",2517bda0-dda5-4651-9edd-2d16caba5780,Transport,Modified Attributes,Fishergate,,b5730fa2-9bb0-4bed-b866-8bb0317ae533,Pavement,2023-10-10,,,A Road,21.547,Fawcett Street,,Urban,,,,A1036,2023-10-11T00:00:00Z,Ordnance Survey,Right,2023-10-06,2020-08-28,Automated Process,1.65,0.85
4,"LINESTRING (-1.0757474 53.9519332, -1.0757475 53.9519331, -1.0757545 53.9519, -1.075756 53.9518928, -1.0757634 53.9518576, -1.0757697 53.9518276, -1.075785 53.9517507, -1.075785 53.9517506)",297296b7-e87e-4363-bea5-a15569770bfa,Transport,Modified Attributes,Fishergate,,48a7c11a-e0f6-4a0c-83eb-9bab63b816f1,Pavement,2023-10-10,,,A Road,20.47,Fawcett Street,,Urban,,,,A1036,2023-10-11T00:00:00Z,Ordnance Survey,Right,2023-10-06,2020-08-28,Automated Process,1.21,0.55
5,"LINESTRING (-1.075785 53.9517504, -1.0757916 53.9517174, -1.0758119 53.9516965, -1.0758197 53.9516883)",39a6a675-0948-4c86-9653-bf6be7ee695a,Transport,Modified Attributes,Fishergate,,070e08bd-52bc-45a5-b129-cae54e6ba0ea,Pavement,2023-10-10,,,A Road,7.428,Fawcett Street,,Urban,,,,A1036,2023-10-11T00:00:00Z,Ordnance Survey,Right,2023-10-06,2020-08-28,Automated Process,1.58,1.2
6,"LINESTRING (-1.0756974 53.9521729, -1.0756844 53.9522404)",3f2290a7-0d82-47a3-b166-df68ecad987f,Transport,New,Fawcett Street,,4729b0e2-cf46-4499-b22d-f1446ec2e260,Pavement,2023-09-14,,,A Road,7.556,,,Urban,,,,A1036,2023-09-15T00:00:00Z,Ordnance Survey,Right,2023-09-13,2016-08-06,Automated Process,1.5,1.5
7,"LINESTRING (-1.0758096 53.9514059, -1.0758382 53.9514866, -1.0758518 53.9515586)",49792492-4840-4a1f-b7af-38858399aeb6,Transport,New,Fishergate,,bd6b5bb5-839e-4326-b49d-a659d38a99bf,Pavement,2023-11-10,,,A Road,17.235,,,Urban,,,,A1036,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-08-06,Automated Process,1.9,1.14
8,"LINESTRING (-1.0759302 53.9515592, -1.0761867 53.951561, -1.0764134 53.9515484)",556a867c-8a22-4b0a-a497-09907068b533,Transport,Modified Attributes,Blue Bridge Lane,,7cc3771d-c99d-41c4-a35e-849d49bea8f8,Pavement,2023-11-10,,,Local Road,31.779,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2022-05-19,Automated Process,2.2,0.67
9,"LINESTRING (-1.0758885 53.9516909, -1.0758497 53.9516574)",5aec04bd-d3b4-47bd-8f9d-867cd0512ea2,Transport,New,Fishergate,,d403a7c7-ac0c-4c4a-9bdd-423fe03f2f7d,Pavement,2023-11-10,,,A Road,4.51,,,Urban,,,,A1036,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-08-06,Automated Process,1.14,1.14
10,"LINESTRING (-1.0758512 53.9515883, -1.0758499 53.9516474)",5f35bb4a-7891-4206-bad0-4989466c1af4,Transport,Modified Geometry And Attributes,Fishergate,,2df83fa1-3965-44d6-b7a5-ee9eb3c73f8f,Pavement,2023-11-10,,,A Road,6.571,,,Urban,,,,A1036,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2022-05-19,Automated Process,2.61,0.73
11,"LINESTRING (-1.0757016 53.9521507, -1.0756859 53.9522326)",5f9add72-fea7-4319-84dd-1adcf7018741,Transport,New,Fawcett Street,,4729b0e2-cf46-4499-b22d-f1446ec2e260,Pavement,2023-09-14,,,A Road,9.173,,,Urban,,,,A1036,2023-09-15T00:00:00Z,Ordnance Survey,Left,2023-09-13,2022-05-19,Automated Process,1.1,1.1
12,"LINESTRING (-1.075785 53.9517504, -1.0757916 53.9517174, -1.0758119 53.9516965, -1.0758497 53.9516574)",689c2eaf-25fc-4537-8b6c-c14a5ab5a650,Transport,Modified Attributes,Fishergate,,070e08bd-52bc-45a5-b129-cae54e6ba0ea,Pavement,2023-10-10,,,A Road,11.386,Fawcett Street,,Urban,,,,A1036,2023-10-11T00:00:00Z,Ordnance Survey,Left,2023-10-06,2016-08-06,Automated Process,1.61,1.39
13,"LINESTRING (-1.0760805 53.9525683, -1.0760162 53.9523957, -1.0760023 53.9522359)",78fa10cb-3d6a-471b-8164-1ac7459d0654,Transport,Modified Attributes,Fishergate,,023604d2-fd8d-4b77-a18e-22c6b840d85e,Pavement,2023-11-10,,,A Road,37.471,,,Urban,,,,A1036,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2022-05-19,Automated Process,2.3,1.17
14,"LINESTRING (-1.0758518 53.9515586, -1.0758499 53.9516474)",7a8b291a-8f8e-4990-b544-5e70a24140ae,Transport,Modified Attributes,Fishergate,,2df83fa1-3965-44d6-b7a5-ee9eb3c73f8f,Pavement,2023-11-10,,,A Road,9.881,,,Urban,,,,A1036,2023-11-11T00:00:00Z,Ordnance Survey,Right,2023-11-07,2016-08-06,Automated Process,1.45,1.45
15,"LINESTRING (-1.0757474 53.9519333, -1.0757634 53.9518576, -1.0757697 53.9518276, -1.075785 53.9517504)",83529bbf-fff9-4b10-a723-d7586f8e6896,Transport,Modified Attributes,Fishergate,,48a7c11a-e0f6-4a0c-83eb-9bab63b816f1,Pavement,2023-10-10,,,A Road,20.495,Fawcett Street,,Urban,,,,A1036,2023-10-11T00:00:00Z,Ordnance Survey,Left,2023-10-06,2016-08-06,Automated Process,1.6,1.34
16,"LINESTRING (-1.0756609 53.9521478, -1.0750532 53.9521048)",8a2e3d3c-b605-4e0f-b192-34505a3a9d24,Transport,Modified Attributes,Escrick Street,,ba4e81c9-9bcb-4ba4-b0d5-b2b5b6ce48da,Pavement,2023-11-10,,,Local Road,40.168,,,Urban,,,,,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-08-06,Automated Process,1.66,0.78
17,"LINESTRING (-1.0760064 53.9521491, -1.0760071 53.9521171, -1.075975 53.9519797, -1.0759598 53.951915, -1.0759524 53.9518834, -1.0759375 53.9518199, -1.0759221 53.9517198, -1.0758927 53.9516945, -1.0758893 53.9516916)",a5c7f7db-a642-41e7-8d68-a75505086e50,Transport,Modified Attributes,Fishergate,,d403a7c7-ac0c-4c4a-9bdd-423fe03f2f7d,Pavement,2023-11-10,,,A Road,51.935,,,Urban,,,,A1036,2023-11-11T00:00:00Z,Ordnance Survey,Left,2023-11-07,2016-08-06,Automated Process,1.14,1.14
